hhid14_9,migrated_2007_2014,pidlink
217140000,0,217140001
217140000,,217140002
217160000,,217160003
217160000,,217160006
217170000,0,217170001
217173100,0,217170002
217173100,0,217170003
217170004,1,217170004
217173100,1,217170005
217073100,0,217170006
217190006,1,217190006
217190000,,217190010
217193100,0,217193101
217190006,,217195102
217200000,0,217200002
217203101,1,217200003
217203101,1,217203101
217203101,,217203103
218013100,,218010002
218013100,,218010003
218013100,0,218013103
218021100,0,218020003
218020000,0,218020004
218020000,,218020007
218021100,0,218021101
218031100,0,218030001
218031100,0,218031102
218034200,,218031103
218040000,0,218040002
218040000,0,218040004
218040000,0,218040006
218040000,,218040009
218050006,,218050006
218060000,0,218060001
218060000,0,218060002
218060000,0,218060004
218060000,,218060007
218070000,0,218070002
218070000,0,218070003
218070000,,218070006
218090000,0,218090002
218090000,0,218090003
218090000,1,218090004
218100000,0,218100001
218100000,0,218100002
218100000,0,218100004
218100005,,218100005
218114100,0,218110002
218110003,,218110003
218110005,1,218110005
218110000,0,218110006
218110003,,218113103
218114100,0,218114104
218120000,0,218120001
218120000,0,218120002
218120003,0,218120003
218130000,0,218130001
218130000,0,218130002
218130000,1,218130003
218130004,1,218130004
218130004,,218135102
218140000,0,218140002
218140000,,218140003
218140000,0,218140004
218140000,1,218140005
218150000,0,218150001
218150000,0,218150002
218154100,1,218150003
218150004,,218150004
218160000,,218160001
218160000,0,218160002
218160000,1,218160005
218160000,0,218160006
218161100,0,218161102
218161100,,218161103
218173200,0,218170006
218174200,1,218170008
218170000,0,218170009
218170000,,218173205
218173200,0,218173208
218174100,0,218174101
218174200,1,218174204
218180000,0,218180001
218180000,0,218180002
218180000,0,218180008
218180000,,218180009
218180000,0,218180010
218190000,0,218190001
218190000,,218190006
218190000,,218190007
219010000,0,219010001
219010000,0,219010002
219010000,0,219010003
219010000,,219010004
219010000,,219010006
219010000,,219010007
219020000,0,219020001
219020000,0,219020002
219023100,0,219020003
219024100,0,219020004
219024200,0,219020005
219024300,0,219020006
219024300,,219020007
219023100,0,219023104
219023100,,219023105
219024100,0,219024101
219024200,0,219024202
219024300,0,219024301
219031100,0,219030004
219031100,0,219030005
219034000,1,219030006
219031104,,219031104
219034000,,219034002
219053100,1,219050002
219053100,0,219050004
219054200,0,219050006
219054200,0,219050007
219060000,0,219060001
219060000,0,219060002
219063100,0,219060003
219063100,0,219060004
219070000,0,219070002
219073100,0,219070004
219073100,0,219070005
219073103,,219073103
219080000,0,219080001
219080000,0,219080002
219083100,0,219080003
219083100,0,219080004
219083100,,219083103
219090000,1,219090002
219094100,0,219090003
219094100,,219094104
219100000,0,219100004
219100000,0,219100005
219100000,0,219100006
219110000,1,219110001
219110000,0,219110003
219110000,,219110006
219120000,0,219120001
219120000,,219120002
219120004,,219120004
219124100,0,219120005
219124200,0,219120006
219120000,0,219120007
219120010,1,219120010
219124100,0,219120011
219120004,,219120012
219120013,,219120013
219120000,0,219120014
219130000,0,219130001
219130000,0,219130002
219130000,0,219130004
219144100,,219140002
219140000,0,219140004
219140000,0,219140006
219140000,,219140008
219144100,0,219144102
219150000,0,219150001
219150000,0,219150002
219150003,,219150003
219150004,1,219150004
219150003,,219155102
219160000,0,219160001
219160000,,219160002
219163100,1,219160003
219163100,,219163105
219170000,0,219170001
219174100,0,219170004
219170000,1,219170006
219174100,,219174105
219180000,0,219180001
219180000,0,219180003
219180004,,219180004
219190000,0,219190001
219190000,0,219190002
219193100,0,219190003
219190000,0,219190004
219190005,0,219190005
219190006,1,219190006
219190005,1,219190007
219190000,,219190010
219193100,0,219193101
219200000,0,219200001
219200000,0,219200002
219200000,1,219200003
219204100,1,219200004
219210001,0,219210001
219210000,1,219210002
219214100,0,219210003
219210000,,219210004
219214100,0,219214101
219210001,,219215102
219224100,0,219220001
219223100,,219220002
219220004,,219220004
219220000,0,219220005
219220000,0,219220006
219224200,0,219220007
219224200,,219220008
219223100,,219223101
219220004,,219225102
219230000,0,219230001
219230000,0,219230002
219230000,,219230006
219230000,,219230009
219240000,0,219240001
219240000,0,219240002
219240000,0,219240004
219240005,0,219240005
219240000,0,219240006
219250000,0,219250001
219250000,0,219250002
219250000,0,219250003
219254100,0,219250004
219250005,,219250005
219254100,0,219254102
219260000,0,219260002
219260000,1,219260003
219264300,0,219260004
219260000,,219260005
219264100,0,219264103
219264300,0,219264302
219270000,0,219270001
219270000,0,219270002
219280000,0,219280001
219280000,0,219280002
219283100,0,219280003
219284100,0,219280004
219280005,1,219280005
219280000,,219280007
219280000,,219280009
219283100,0,219283103
219283100,,219283105
219284100,0,219284102
219280005,,219285101
219290000,0,219290001
219290000,0,219290002
219293100,1,219290003
219290000,0,219290006
219293100,1,219293102
219293100,,219293103
220010000,0,220010001
220010000,0,220010003
220010000,,220010006
220020000,,220020001
220020000,0,220020002
220020000,0,220020003
220020000,,220020006
220020000,,220020008
220030000,0,220030001
220030000,0,220030002
220030003,0,220030003
220030000,0,220030004
220030000,0,220030005
220063100,0,220060003
220070000,0,220070002
220070000,0,220070003
220080000,1,220080002
220084100,0,220080003
220080006,1,220080006
220084200,,220080007
220080000,,220080011
220084200,,220084205
220080006,,220085102
220090000,0,220090001
220100000,,220100002
220104100,0,220100003
220100000,,220100008
220100000,,220100009
220104100,0,220104102
220114100,0,220110001
220110000,1,220110002
220114100,0,220110004
220110000,1,220110005
220114100,1,220114101
220121100,1,220120001
220124100,1,220120005
220120000,,220120006
220120000,,220120007
220120000,0,220120008
220121100,1,220121106
220124100,1,220124102
220130000,0,220130002
220134100,0,220130003
220134200,0,220130004
220130000,,220130005
220130000,,220130006
220134100,1,220134102
220134200,1,220134201
220140000,0,220140002
220143100,0,220140003
220143100,0,220140004
220140000,1,220140008
220150000,,220150001
220154100,0,220150002
220154100,0,220150003
220154100,,220150004
220160000,0,220160001
220160000,0,220160002
220163100,1,220160004
220160000,,220160007
220163100,,220160008
220160000,,220160009
220163100,0,220163101
220163100,,220163103
220180000,0,220180001
220180000,0,220180002
220180000,1,220180003
220180000,,220180006
220190000,0,220190001
220190000,0,220190002
220194100,0,220190004
220194100,,220190006
220200000,0,220200001
220200000,0,220200002
220204100,0,220200003
220200005,1,220200005
221010000,,221010001
221010000,0,221010002
221030000,1,221030002
221034100,1,221030003
221030000,1,221030004
221030000,0,221030005
221034200,0,221030006
221034100,0,221034101
221040000,0,221040001
221040000,1,221040002
221040003,0,221040003
221040004,1,221040004
221040004,0,221040007
221050000,0,221050001
221054100,0,221050003
221050000,,221050005
221050000,1,221050008
221054100,1,221054102
221060000,0,221060001
221060000,1,221060002
221060000,1,221060003
221060000,,221060005
221070000,0,221070001
221070000,0,221070002
221074100,1,221070003
221090000,0,221090001
221090000,0,221090002
221090000,,221090003
221090000,,221090006
221104200,1,221100002
221100000,,221100004
221100000,1,221100005
221100006,0,221100006
221100000,1,221100010
221100000,1,221100011
221100006,,221105102
221110000,0,221110002
221110000,,221110003
221110000,,221110005
221120000,0,221120001
221120000,0,221120002
221120004,0,221120004
221120004,,221125101
221130000,0,221130001
221130000,0,221130002
221140000,0,221140001
221140000,0,221140002
221140000,0,221140003
221144100,1,221140004
221140000,,221140005
221144100,1,221144101
221150000,0,221150001
221150000,0,221150002
221150000,0,221150004
221150000,0,221150005
221154100,0,221154102
221160000,0,221160001
221160000,,221160003
221160004,,221160004
221160000,0,221160005
221160004,,221165101
221160004,,221165103
221170000,0,221170001
221170000,0,221170005
221170000,,221170007
221174100,1,221174102
221180000,1,221180002
221181100,0,221180003
221181100,1,221180004
221181100,,221180006
221180000,0,221180007
221210000,0,221210002
221220000,0,221220001
221220000,0,221220002
221220000,0,221220003
221230005,0,221230005
221230005,,221235101
221240000,0,221240002
221250000,0,221250001
221250000,0,221250002
221250000,1,221250003
221250000,0,221250004
221250005,1,221250005
221260000,0,221260001
221260000,0,221260002
221260000,0,221260003
221260000,1,221260005
221270000,0,221270001
221270000,1,221270002
221280000,0,221280001
221280000,,221280002
221280000,0,221280003
221280000,,221280006
221290000,0,221290001
221290000,0,221290004
221290000,0,221290007
221300000,,221300007
222010000,0,222010001
222010000,0,222010002
222010000,0,222010003
222020000,0,222020002
222020000,1,222020003
222030000,0,222030002
222040000,0,222040001
222050000,0,222050002
222050003,0,222050003
222050004,0,222050004
222050000,0,222050005
222050000,0,222050006
222050003,,222055102
222050004,,222055202
222060000,0,222060002
222060000,0,222060004
222063300,,222060005
222060000,,222060007
222080000,0,222080001
222080000,0,222080002
222080000,,222080004
222090000,1,222090001
222090000,0,222090002
222090003,1,222090003
222090004,1,222090004
222090000,,222090005
222094200,1,222094202
222090003,,222095102
222090004,,222095202
222100000,0,222100001
222100000,0,222100002
222110000,0,222110001
222110000,0,222110002
222110000,0,222110004
222110000,,222110006
222134100,,222130002
222130000,0,222130003
222133100,1,222130004
222134100,,222130005
222134100,1,222130006
222134100,,222134102
222140000,0,222140001
222140000,,222140002
222144100,1,222140004
222144100,,222144102
222161100,,222160002
222161100,,222161101
222161100,,222161103
222184100,0,222180007
222184100,0,222184101
222190000,0,222190001
222190000,0,222190002
222190000,0,222190003
222190000,,222190004
222200000,0,222200001
222200000,0,222200002
222204100,0,222200004
222200000,1,222200006
222204100,0,222204101
223020000,0,223020001
223020000,1,223020005
223060000,,223060003
223070000,0,223070001
223070000,0,223070002
223073100,,223070003
223074100,0,223070004
223074300,1,223070006
223073100,,223073103
223074100,0,223074102
223080000,0,223080001
223080000,0,223080002
223080000,0,223080004
223080000,0,223080005
223080000,,223080006
223094100,0,223090005
223090000,,223090008
223094100,0,223094101
223100001,,223100001
223100001,0,223100002
223100000,0,223100005
223100000,0,223100006
223104100,1,223104102
223110000,0,223110001
223110000,0,223110002
223114100,1,223110003
223110000,,223110005
223110007,0,223110007
223114100,1,223114102
223110007,,223115102
223163100,1,223160003
223160000,1,223160004
223164100,0,223160005
223163200,1,223160006
223160007,1,223160007
223163100,1,223160008
223164100,,223160009
223163100,1,223163101
223163100,,223163104
223163200,1,223163203
223164100,1,223164101
223160007,,223165102
223180000,,223180001
223180000,0,223180002
223180006,0,223180006
223180008,1,223180008
223180000,0,223180009
223180000,,223180012
223184200,0,223184201
223180006,,223185102
223180008,,223185202
223190000,0,223190002
223194100,,223190004
223194100,,223190007
224010000,0,224010001
224010002,1,224010002
224010003,0,224010003
224010000,,224010004
224010000,,224010005
224010003,,224015202
224020002,1,224020002
224020000,0,224020003
224020000,0,224020004
224020000,0,224020006
224040000,0,224040002
224043100,0,224040003
224044100,0,224040004
224044100,0,224044102
224060000,,224060001
224060000,1,224060003
224064100,1,224060004
224060000,0,224060005
224064100,,224064102
224080000,0,224080001
224080000,1,224080002
224084100,1,224080005
224090000,0,224090002
224094100,1,224090004
224090005,1,224090005
224090006,0,224090006
224094100,,224090008
224090006,0,224090009
224094100,0,224094101
224090005,,224095102
224100000,0,224100001
224104100,1,224100002
224100003,0,224100003
224100005,1,224100005
224100005,1,224100006
224100000,,224100008
224100003,,224105102
224120000,0,224120001
224120000,0,224120002
224124100,,224120003
224120004,0,224120004
224120004,0,224120006
224124100,,224124102
224130000,,224130001
224130000,1,224130002
224130000,,224130003
224130000,,224130005
224130000,,224130006
224130000,,224130007
224140000,,224140002
224140000,0,224140003
224140004,1,224140004
224020000,0,224140006
224140000,,224140009
224140004,,224145101
224150000,0,224150002
224153100,0,224150004
224153100,1,224153102
224160000,0,224160003
224163100,0,224160004
224164100,0,224160005
224160000,0,224160006
224163100,0,224163102
224163100,,224163103
224164100,0,224164102
224174100,0,224170003
224170004,0,224170004
224170000,0,224170005
224174100,0,224170006
224170004,0,224170007
224174100,,224170008
224174100,,224170009
224180000,0,224180002
224180000,0,224180003
224184100,0,224180004
224184100,0,224180007
224184100,,224180008
224190000,0,224190001
224190000,0,224190002
224194100,0,224190003
224190000,0,224190005
224194100,,224194101
224200000,0,224200001
224200000,0,224200002
224200004,1,224200004
224200000,0,224200005
224200004,,224205101
224210000,0,224210001
224210000,0,224210002
224214100,0,224210003
224210004,,224210004
224210005,,224210005
224210006,,224210006
224213100,0,224210007
224213100,,224210008
224213100,,224210009
224214100,,224210010
224214100,0,224214101
224210004,,224215101
224220000,0,224220001
224220000,0,224220002
224220000,0,224220003
224220000,,224220004
